Syst,Gene,alphaLow,alpha,alphaHigh,thalfLowRaw,thalfRaw,thalfHighRaw,thalfLow,thalf,thalfHigh,Yeq,iterations,GoodMeanCounts,ss.abundance,syn.low,syn,syn.high
YBR160W,CDC28,0.0509,0.0606,0.069,10.1,11.4,13.6,11.2,12.9,15.7,1609.3,1000,1,3.37,0.172,0.204,0.233
YBR161W,CSH1,0.0597,0.0706,0.0811,8.5,9.8,11.6,9.3,10.9,13.1,1577.8,1000,1,1.928,0.115,0.136,0.156
YBR162C,TOS1,0.0485,0.0626,0.0808,8.6,11.1,14.3,9.4,12.5,16.7,22283.6,453,1,96.02,4.657,6.011,7.758
YBR162W-A,YSY6,0.0242,0.0299,0.0352,19.7,23.2,28.7,24.5,30.1,40.1,2601.6,1000,1,39.76,0.962,1.189,1.4
YBR163W,EXO5,0.0634,0.0716,0.0786,8.8,9.7,10.9,9.7,10.7,12.3,1994.4,1000,1,2.594,0.164,0.186,0.204
YBR164C,ARL1,0.0188,0.0218,0.0249,27.9,31.7,36.9,38.6,46.4,58.3,2339.3,1000,1,8.26,0.155,0.18,0.206
YBR165W,UBS1,0.1097,0.1348,0.1607,4.3,5.1,6.3,4.5,5.4,6.7,535.8,1000,1,2.439,0.268,0.329,0.392
YBR166C,TYR1,0.0477,0.0549,0.0635,10.9,12.6,14.5,12.3,14.4,17,2524.6,1000,1,6.214,0.296,0.341,0.395
YBR167C,POP7,0.0315,0.0365,0.0428,16.2,19,22,19.3,23.4,28.2,299.9,1000,0,2.672,0.084,0.098,0.114
YBR168W,PEX32,0.053,0.0608,0.0685,10.1,11.4,13.1,11.2,12.9,15,1232.8,1000,1,1.303,0.069,0.079,0.089
YBR169C,SSE2,0.0544,0.0732,0.0907,7.6,9.5,12.8,8.3,10.5,14.6,7624.1,999,1,2.626,0.143,0.192,0.238
YBR170C,NPL4,0.0669,0.0861,0.1074,6.5,8.1,10.4,6.9,8.8,11.6,2607,1000,1,2.764,0.185,0.238,0.297
YBR171W,SEC66,0.0467,0.0527,0.058,12,13.2,14.9,13.6,15.1,17.4,2545.1,1000,1,9.693,0.453,0.511,0.562
YBR172C,SMY2,0.1085,0.1309,0.1655,4.2,5.3,6.4,4.4,5.6,6.8,3725.9,1000,1,7.703,0.836,1.008,1.275
YBR173C,UMP1,0.0677,0.0862,0.1059,6.5,8,10.2,7,8.7,11.4,902.7,1000,1,10.42,0.705,0.898,1.103
YBR175W,SWD3,0.0462,0.0541,0.0611,11.3,12.8,15,12.8,14.7,17.7,1916.4,1000,1,1.878,0.087,0.102,0.115
YBR176W,ECM31,0.0384,0.0459,0.0525,13.2,15.1,18,15.2,17.8,22,785,1000,1,2.409,0.093,0.111,0.127
YBR177C,EHT1,0.0576,0.0727,0.0871,8,9.5,12,8.6,10.5,13.7,14989.9,711,1,3.926,0.226,0.285,0.342
YBR179C,FZO1,0.091,0.1067,0.1246,5.6,6.5,7.6,5.9,6.9,8.2,2606.7,1000,1,1.938,0.176,0.207,0.242
YBR180W,DTR1,0.0312,0.0442,0.0547,12.7,15.7,22.2,14.5,18.6,28.5,102.3,1000,0,0.165,0.005,0.007,0.009
YBR181C,RPS6B,0.011,0.0134,0.0155,44.8,51.7,62.9,81,106.3,168.1,20993.6,1000,1,82.01,0.902,1.099,1.271
YBR182C,SMP1,0.072,0.0858,0.1016,6.8,8.1,9.6,7.3,8.8,10.7,360.2,1000,1,0.7398,0.053,0.063,0.075
YBR183W,YPC1,0.0526,0.0646,0.0775,8.9,10.7,13.2,9.8,12,15.2,1564.2,1000,1,3.729,0.196,0.241,0.289
YBR184W,YBR184W,0.0521,0.0714,0.095,7.3,9.7,13.3,7.9,10.7,15.3,258.8,1000,0,0.423,0.022,0.03,0.04
YBR185C,MBA1,0.0411,0.0495,0.0582,11.9,14,16.9,13.5,16.3,20.3,915.4,1000,1,2.635,0.108,0.13,0.153
YBR186W,PCH2,0.06,0.0754,0.0981,7.1,9.2,11.6,7.6,10.1,13.1,52.8,1000,0,0.0708,0.004,0.005,0.007
YBR187W,GDT1,0.0304,0.0373,0.043,16.1,18.6,22.8,19.2,22.8,29.5,8714.5,1000,1,10.01,0.304,0.373,0.43
YBR188C,NTC20,0.0307,0.0358,0.041,16.9,19.3,22.6,20.3,24,29.1,359.9,1000,0,1.98,0.061,0.071,0.081
YBR191W-A,YBR191W-A,0.0171,0.0208,0.0237,29.3,33.3,40.5,41.3,49.9,68,780.1,1000,0,2.53,0.043,0.053,0.06
YBR192W,RIM2,0.0553,0.0663,0.0757,9.2,10.5,12.5,10.1,11.7,14.3,1508.4,1000,1,2.71,0.15,0.18,0.205
YBR193C,MED8,0.0627,0.0745,0.0872,8,9.3,11,8.6,10.3,12.4,820.9,1000,1,1.77,0.111,0.132,0.154
YBR194W,AIM4,0.0231,0.0296,0.0357,19.4,23.4,30,24.1,30.6,42.8,330.2,1000,0,1.524,0.035,0.045,0.054
YBR195C,MSI1,0.0756,0.0887,0.1029,6.7,7.8,9.2,7.2,8.5,10.1,1178.4,1000,1,1.765,0.133,0.157,0.182
YBR196C-A,YBR196C-A,0.0575,0.0781,0.1039,6.7,8.9,12.1,7.1,9.7,13.7,76.5,1000,0,0.1902,0.011,0.015,0.02
YBR196C-B,YBR196C-B,0.06,0.0944,0.1337,5.2,7.3,11.6,5.5,7.9,13.1,41.4,1000,0,0.3228,0.019,0.03,0.043
YBR197C,YBR197C,0.0681,0.0855,0.1044,6.6,8.1,10.2,7.1,8.8,11.3,825.3,1000,1,1.264,0.086,0.108,0.132
YBR198C,TAF5,0.0786,0.0926,0.1081,6.4,7.5,8.8,6.8,8.1,9.7,5298.4,1000,1,3.416,0.269,0.316,0.369
YBR199W,KTR4,0.0591,0.0717,0.0832,8.3,9.7,11.7,9.1,10.7,13.3,6429.1,1000,1,7.347,0.434,0.527,0.611
YBR200W,BEM1,0.0625,0.0725,0.0822,8.4,9.6,11.1,9.2,10.6,12.5,2831.5,1000,1,3.127,0.195,0.227,0.257
YBR201C-A,YBR201C-A,0.0788,0.1077,0.1361,5.1,6.4,8.8,5.4,6.9,9.6,99.7,1000,0,2.366,0.186,0.255,0.322
YBR201W,DER1,0.0414,0.0482,0.0545,12.7,14.4,16.7,14.5,16.8,20.1,1028.7,1000,1,2.586,0.107,0.125,0.141
YBR202W,MCM7,0.0816,0.0958,0.1097,6.3,7.2,8.5,6.7,7.8,9.3,6690.9,999,1,4.718,0.385,0.452,0.518
YBR203W,COS111,0.0897,0.1033,0.1174,5.9,6.7,7.7,6.3,7.2,8.4,1915,1000,1,2.163,0.194,0.223,0.254
YBR204C,LDH1,0.0349,0.0423,0.0487,14.2,16.4,19.8,16.6,19.6,24.7,1993.6,1000,1,2.547,0.089,0.108,0.124
YBR205W,KTR3,0.0438,0.057,0.0687,10.1,12.2,15.8,11.2,13.8,18.8,3543.9,1000,1,6.793,0.298,0.387,0.467
YBR206W,YBR206W,0.0426,0.0575,0.0702,9.9,12.1,16.3,11,13.7,19.4,420.1,1000,0,0.6702,0.029,0.039,0.047
YBR207W,FTH1,0.0557,0.0676,0.0799,8.7,10.3,12.5,9.5,11.4,14.2,5347.8,1000,1,4.645,0.259,0.314,0.371
YBR208C,DUR1%2C2,0.0726,0.0887,0.1069,6.5,7.8,9.5,6.9,8.5,10.5,4918.3,1000,1,2.293,0.167,0.203,0.245
YBR210W,ERV15,0.0347,0.0402,0.0453,15.3,17.2,20,18,20.8,24.9,1244.5,1000,1,4.41,0.153,0.177,0.2
YBR211C,AME1,0.0478,0.0563,0.065,10.7,12.3,14.5,11.9,14,16.9,1073.6,1000,1,2.806,0.134,0.158,0.182
YBR212W,NGR1,0.1274,0.1519,0.1844,3.8,4.6,5.4,3.9,4.8,5.8,3260.3,1000,1,2.387,0.304,0.363,0.44
YBR213W,MET8,0.067,0.0838,0.1023,6.8,8.3,10.3,7.3,9,11.5,208,1000,0,0.9552,0.064,0.08,0.098
YBR214W,SDS24,0.0844,0.1005,0.1174,5.9,6.9,8.2,6.3,7.4,8.9,2811.6,1000,1,3.46,0.292,0.348,0.406
YBR215W,HPC2,0.1408,0.164,0.1958,3.5,4.2,4.9,3.7,4.4,5.2,697.6,1000,1,1.912,0.269,0.314,0.374
YBR216C,YBP1,0.0521,0.07,0.086,8.1,9.9,13.3,8.8,11,15.3,2495.9,1000,1,1.633,0.085,0.114,0.141
YBR217W,ATG12,0.0743,0.0913,0.1112,6.2,7.6,9.3,6.6,8.2,10.3,275.2,1000,1,1.738,0.129,0.159,0.193
YBR220C,YBR220C,0.0651,0.084,0.1028,6.7,8.2,10.6,7.2,9,11.9,3672.8,1000,1,2.475,0.161,0.208,0.254
YBR221C,PDB1,0.0321,0.0442,0.0551,12.6,15.7,21.6,14.4,18.6,27.5,20563.5,717,1,27.43,0.881,1.213,1.512
YBR222C,PCS60,0.06,0.0784,0.0973,7.1,8.8,11.5,7.7,9.7,13,6625.8,999,1,4.795,0.288,0.376,0.467
YBR223C,TDP1,0.0791,0.1005,0.1229,5.6,6.9,8.8,6,7.4,9.6,456.7,1000,1,0.9522,0.075,0.096,0.117
YBR225W,YBR225W,0.0913,0.1064,0.1237,5.6,6.5,7.6,5.9,7,8.2,2775.5,1000,1,1.75,0.16,0.186,0.217
YBR227C,MCX1,0.0636,0.077,0.09,7.7,9,10.9,8.3,9.9,12.2,1160.5,1000,1,2.807,0.179,0.216,0.253
YBR228W,SLX1,0.0352,0.04,0.0438,15.8,17.3,19.7,18.8,21,24.5,482.9,1000,1,1.99,0.07,0.08,0.087
YBR229C,ROT2,0.0535,0.0683,0.087,8,10.1,13,8.6,11.3,14.9,16305.7,698,1,3.872,0.207,0.264,0.337
YBR230C,OM14,0.0445,0.0683,0.0928,7.5,10.2,15.6,8.1,11.3,18.4,2712,1000,1,9.271,0.413,0.633,0.86
YBR230W-A,YBR230W-A,0.05,0.068,0.0852,8.1,10.2,13.9,8.8,11.3,16.1,95.7,1000,0,1.382,0.069,0.094,0.118
YBR231C,SWC5,0.059,0.0794,0.1004,6.9,8.7,11.7,7.4,9.6,13.3,691.9,1000,1,1.173,0.069,0.093,0.118
YBR233W,PBP2,0.0733,0.0861,0.0997,7,8,9.5,7.5,8.7,10.4,506.5,1000,1,2.853,0.209,0.246,0.284
YBR233W-A,DAD3,0.0223,0.0258,0.0301,23,26.8,31.1,29.9,36.6,45.1,562.9,1000,1,5.133,0.115,0.132,0.155
YBR234C,ARC40,0.0338,0.0421,0.0491,14.1,16.5,20.5,16.4,19.7,25.8,10804.2,1000,1,9.547,0.323,0.402,0.469
YBR235W,YBR235W,0.0626,0.0747,0.086,8.1,9.3,11.1,8.8,10.2,12.4,7304.1,1000,1,2.416,0.151,0.181,0.208
YBR236C,ABD1,0.0494,0.0577,0.0655,10.6,12,14,11.8,13.6,16.3,2186.2,1000,1,2.939,0.145,0.17,0.193
YBR237W,PRP5,0.113,0.1321,0.1515,4.6,5.2,6.1,4.8,5.5,6.5,1455.5,1000,1,2.343,0.265,0.31,0.355
YBR238C,YBR238C,0.1435,0.1813,0.2458,2.8,3.8,4.8,2.9,4,5.1,2799.1,1000,1,6.581,0.944,1.193,1.618
YBR239C,ERT1,0.0954,0.1155,0.1369,5.1,6,7.3,5.3,6.4,7.8,737.6,1000,1,2.479,0.237,0.286,0.339
YBR240C,THI2,0.0421,0.055,0.0671,10.3,12.6,16.5,11.5,14.4,19.7,332.7,1000,0,0.6612,0.028,0.036,0.044
YBR241C,YBR241C,0.0474,0.0745,0.1035,6.7,9.3,14.6,7.2,10.3,17.1,2945.9,998,1,1.486,0.07,0.111,0.154
YBR242W,YBR242W,0.042,0.0494,0.0563,12.3,14,16.5,14,16.3,19.8,983.1,1000,1,3.517,0.148,0.174,0.198
YBR243C,ALG7,0.0522,0.068,0.0826,8.4,10.2,13.3,9.2,11.3,15.3,6113.6,1000,1,3.084,0.161,0.21,0.255
YBR244W,GPX2,0.026,0.0304,0.0345,20.1,22.8,26.7,25.1,29.5,36.3,1974.2,1000,1,9.678,0.252,0.294,0.334
YBR245C,ISW1,0.0752,0.0925,0.1093,6.3,7.5,9.2,6.8,8.1,10.1,6706.9,1000,1,3.801,0.286,0.352,0.415
YBR246W,RRT2,0.0575,0.0672,0.0775,8.9,10.3,12.1,9.8,11.5,13.7,2983.1,1000,1,4.426,0.255,0.297,0.343
YBR247C,ENP1,0.0709,0.0806,0.0913,7.6,8.6,9.8,8.2,9.4,10.8,2667.4,1000,1,5.464,0.387,0.44,0.499
YBR248C,HIS7,0.0492,0.063,0.0757,9.2,11,14.1,10.1,12.4,16.4,5232.3,1000,1,9.472,0.466,0.597,0.717
YBR249C,ARO4,0.0417,0.0605,0.0815,8.5,11.4,16.6,9.3,12.9,19.9,7686.7,997,1,42.5,1.772,2.571,3.464
YBR250W,SPO23,0.0377,0.0557,0.0715,9.7,12.5,18.4,10.7,14.2,22.5,160.6,1000,0,0.6978,0.026,0.039,0.05
YBR251W,MRPS5,0.0352,0.0418,0.0487,14.2,16.6,19.7,16.6,19.9,24.5,1008.7,1000,1,2.721,0.096,0.114,0.133
YBR252W,DUT1,0.019,0.0239,0.0287,24.2,29.1,36.5,31.8,40.9,57.4,2065.5,1000,1,5.527,0.105,0.132,0.159
YBR253W,SRB6,0.0296,0.035,0.0398,17.4,19.8,23.4,21.1,24.7,30.5,655.6,1000,1,4.806,0.142,0.168,0.191
YBR254C,TRS20,0.0247,0.0288,0.0328,21.2,24.1,28,26.8,31.7,38.9,826.9,1000,1,1.956,0.048,0.056,0.064
YBR255C-A,YBR255C-A,0.0251,0.03,0.0347,20,23.1,27.6,24.9,30,38,242.9,1000,0,4.268,0.107,0.128,0.148
YBR255W,MTC4,0.0799,0.0987,0.1169,5.9,7,8.7,6.3,7.6,9.5,968,1000,1,1.728,0.138,0.171,0.202
YBR256C,RIB5,0.0331,0.0395,0.0452,15.3,17.5,20.9,18.1,21.3,26.5,1997.9,1000,1,26.78,0.886,1.058,1.21
YBR257W,POP4,0.0801,0.1014,0.1201,5.8,6.8,8.7,6.1,7.3,9.5,298.1,1000,1,2.002,0.16,0.203,0.241
YBR258C,SHG1,0.0227,0.0268,0.033,21,25.9,30.6,26.6,34.8,44,308,1000,0,2.05,0.047,0.055,0.068
YBR259W,YBR259W,0.0684,0.0822,0.0945,7.3,8.4,10.1,7.9,9.2,11.3,1146,1000,1,1.695,0.116,0.139,0.16
YBR260C,RGD1,0.0743,0.087,0.101,6.9,8,9.3,7.4,8.6,10.3,3249.8,1000,1,2.487,0.185,0.216,0.251
YBR261C,TAE1,0.0272,0.0332,0.038,18.2,20.9,25.5,22.3,26.3,34.1,1495.7,1000,1,4.329,0.118,0.144,0.165
YBR262C,AIM5,0.0315,0.0388,0.0451,15.4,17.9,22,18.2,21.8,28.2,614.3,1000,1,7.286,0.23,0.283,0.329
YBR263W,SHM1,0.0288,0.0408,0.0526,13.2,17,24,15.2,20.4,31.6,8863.8,1000,1,7.008,0.202,0.286,0.369
YBR264C,YPT10,0.0508,0.0729,0.0938,7.4,9.5,13.6,8,10.5,15.8,691.2,1000,1,3.4,0.173,0.248,0.319
YBR265W,TSC10,0.049,0.062,0.0745,9.3,11.2,14.1,10.3,12.6,16.5,3963.2,1000,1,4.951,0.243,0.307,0.369
YBR267W,REI1,0.0687,0.082,0.0947,7.3,8.4,10.1,7.9,9.2,11.2,1533.9,1000,1,5.964,0.41,0.489,0.565
YBR268W,MRPL37,0.0251,0.0327,0.039,17.8,21.2,27.6,21.6,26.8,38.1,906.8,1000,1,7.318,0.184,0.239,0.285
YBR269C,FMP21,0.0297,0.0435,0.0589,11.8,15.9,23.3,13.3,18.9,30.4,2345,1000,1,4.348,0.129,0.189,0.256
YBR270C,BIT2,0.0784,0.093,0.1105,6.3,7.4,8.8,6.7,8,9.7,707.1,1000,1,0.8598,0.067,0.08,0.095
YBR271W,YBR271W,0.0577,0.0677,0.0785,8.8,10.2,12,9.7,11.4,13.6,1198.3,1000,1,2.611,0.151,0.177,0.205
YBR272C,HSM3,0.0241,0.0281,0.0325,21.3,24.7,28.8,27.1,32.7,40.4,2089.8,1000,1,2.094,0.05,0.059,0.068
YBR273C,UBX7,0.0611,0.0825,0.1047,6.6,8.4,11.3,7.1,9.2,12.8,1750.4,1000,1,2.543,0.155,0.21,0.266
YBR274W,CHK1,0.047,0.0538,0.0614,11.3,12.9,14.8,12.7,14.8,17.3,2602,1000,1,3.305,0.155,0.178,0.203
YBR275C,RIF1,0.1096,0.1273,0.1473,4.7,5.4,6.3,4.9,5.8,6.7,3737,1000,1,2.338,0.256,0.298,0.344
YBR276C,PPS1,0.0526,0.0622,0.071,9.8,11.1,13.2,10.8,12.5,15.2,5306.1,1000,1,3.698,0.195,0.23,0.263
YBR278W,DPB3,0.0306,0.036,0.0402,17.2,19.2,22.7,20.8,23.8,29.3,655.6,1000,1,1.689,0.052,0.061,0.068
YBR279W,PAF1,0.084,0.0953,0.1083,6.4,7.3,8.2,6.8,7.8,9,2971.2,1000,1,6.442,0.541,0.614,0.698
YBR280C,SAF1,0.0634,0.0797,0.0957,7.2,8.7,10.9,7.8,9.5,12.3,1924.6,1000,1,0.942,0.06,0.075,0.09
YBR281C,DUG2,0.0723,0.0831,0.0989,7,8.3,9.6,7.5,9.1,10.6,4470.9,1000,1,2.002,0.145,0.166,0.198
YBR282W,MRPL27,0.0277,0.0315,0.0348,19.9,22,25,24.8,28.1,33.3,1039.8,1000,1,3.415,0.095,0.108,0.119
YBR283C,SSH1,0.0435,0.0521,0.0633,10.9,13.3,15.9,12.3,15.3,18.9,29757.2,518,1,27.15,1.181,1.414,1.718
YBR284W,YBR284W,0.0669,0.0827,0.1008,6.9,8.4,10.4,7.4,9.1,11.6,686.4,1000,1,0.5808,0.039,0.048,0.059
YBR287W,YBR287W,0.0573,0.0679,0.0783,8.9,10.2,12.1,9.7,11.4,13.8,7261.4,1000,1,5.356,0.307,0.364,0.419
YBR288C,APM3,0.0495,0.0554,0.0631,11,12.5,14,12.3,14.3,16.3,2485.1,1000,1,3.863,0.191,0.214,0.244
YBR289W,SNF5,0.1017,0.1306,0.1844,3.8,5.3,6.8,3.9,5.6,7.3,1949.2,1000,1,2.248,0.229,0.294,0.415
YBR290W,BSD2,0.0412,0.048,0.0534,13,14.4,16.8,14.9,16.9,20.2,2023.2,1000,1,4.245,0.175,0.204,0.227
YBR291C,CTP1,0.0463,0.0545,0.0649,10.7,12.7,15,11.9,14.6,17.6,855.4,1000,1,9.257,0.429,0.505,0.601
YBR292C,YBR292C,0.0297,0.0407,0.0583,11.9,17,23.4,13.5,20.5,30.4,141.2,1000,0,0.4038,0.012,0.016,0.024
YBR293W,VBA2,0.0608,0.0712,0.0844,8.2,9.7,11.4,8.9,10.8,12.9,1657.7,1000,1,2.312,0.141,0.165,0.195
YBR295W,PCA1,0.072,0.085,0.1028,6.7,8.2,9.6,7.2,8.9,10.6,3897.7,1000,1,1.193,0.086,0.101,0.123
YBR296C,PHO89,0.0265,0.0333,0.0397,17.5,20.8,26.2,21.1,26.2,35.4,3610.7,1000,1,0.1512,0.004,0.005,0.006
YBR297W,MAL33,0.0437,0.0509,0.0587,11.8,13.6,15.9,13.4,15.8,18.8,301.4,1000,0,3.884,0.17,0.198,0.228
YBR298C,MAL31,0.0893,0.1106,0.1333,5.2,6.3,7.8,5.5,6.7,8.4,538.7,1000,1,2.384,0.213,0.264,0.318
YCL001W,RER1,0.0206,0.0249,0.0297,23.3,27.8,33.6,30.4,38.4,50.6,3373.7,1000,1,8.309,0.171,0.207,0.247
